Title,Authors,Year,Citations,Journal,Link,Topic
Textbook of psychiatry,"['E Bleuler', 'AA Brill']",1924,1501,,http://psycnet.apa.org/psycinfo/1924-10376-000,TEXTBOOK
Textbook of limnology,"['GA Cole', 'PE Weihe']",2015,1117,,https://books.google.com/books?hl=en&lr=&id=9ylRCwAAQBAJ&oi=fnd&pg=PR3&dq=TEXTBOOK&ots=sQtrKM2KEB&sig=W-voWVXvI1huTjEtdAlOeXyzBZU,TEXTBOOK
Oxford textbook of psychiatry,"['M Gelder', 'D Gath', 'R Mayou']",1989,974,,http://psycnet.apa.org/psycinfo/1989-98262-000,TEXTBOOK
"Textbook of Neonatal Resuscitation, (Spanish)","['J Kattwinkel', 'American Academy of Pediatrics']",2017,905,,http://ebooks.aappublications.org/book/textbook-of-neonatal-resuscitation-6th-edition-spanish,TEXTBOOK
A heat transfer textbook,['JH Lienhard'],2013,2117,,https://books.google.com/books?hl=en&lr=&id=HM7DAgAAQBAJ&oi=fnd&pg=PP1&dq=TEXTBOOK&ots=-__h110NFg&sig=JVSi1p5blfauMgrCHJaeBeoe7k0,TEXTBOOK
Comprehensive textbook of psychiatry,"['BJ Sadock', 'VA Sadock', 'P Ruiz']",2000,2223,,https://www.researchgate.net/profile/Richard_Loewenstein/publication/292985195_Dissociative_Disorders/links/56b41b1308ae5deb2657ec40/Dissociative-Disorders.pdf,TEXTBOOK
Oxford textbook of medicine,"['DA Warrell', 'TM Cox', 'JD Firth', 'EJ Benz']",2003,838,,https://academic.oup.com/heapro/issue-pdf/2/1/1822328,TEXTBOOK
Brunner & Suddarth's textbook of medical-surgical nursing,['LS Brunner'],2010,2434,,https://books.google.com/books?hl=en&lr=&id=SmtjSD1x688C&oi=fnd&pg=PA1311&dq=TEXTBOOK&ots=cjj5jf0SaS&sig=cfVsqv4z7LTwk8YMikJ7LQAIW1E,TEXTBOOK
Wall & Melzack's Textbook of Pain E-Book,"['SB McMahon', 'M Koltzenburg', 'I Tracey', 'D Turk']",2013,1719,,https://books.google.com/books?hl=en&lr=&id=ok0_jIJ0w_wC&oi=fnd&pg=PP1&dq=TEXTBOOK&ots=HiwzwtxJFH&sig=hAYdVtQjjiTcPh2gT-KcU1uIGmw,TEXTBOOK
Textbook and color atlas of traumatic injuries to the teeth,"['JO Andreasen', 'FM Andreasen', 'L Andersson']",2013,1965,,https://books.google.com/books?hl=en&lr=&id=YTQeUGZtqx4C&oi=fnd&pg=PT7&dq=TEXTBOOK&ots=oHg5T7qVWz&sig=QNApfMkpXPKLbaDJqUx89nGljdo,TEXTBOOK
"Slope stability computations: In Embankment-dam Engineering. Textbook. Eds. RC Hirschfeld and SJ Poulos. JOHN WILEY AND SONS INC., PUB., NY",['N Janbu'],1975,767,International Journal of Rock Mechanics and Mining,,TEXTBOOK
Textbook: Design and Analysis of Experiments,['DC Montgomery'],2014,1252,,http://www.stt.msu.edu/academics/classpages/uploads/FS14/801-1/STT%20801.pdf,TEXTBOOK
Substance abuse: A comprehensive textbook,['JH Lowinson'],2005,493,,https://books.google.com/books?hl=en&lr=&id=HtGb2wNsgn4C&oi=fnd&pg=PR7&dq=TEXTBOOK&ots=jol2mluXTI&sig=Wo0tsaoJnoYOBUhNVbEzhepexvs,TEXTBOOK
Imms' General Textbook of Entomology: Volume 2: Classification and Biology,"['OW Richards', 'RG Davies']",2013,1604,,https://books.google.com/books?hl=en&lr=&id=BObsCAAAQBAJ&oi=fnd&pg=PR1&dq=TEXTBOOK&ots=bewZorx0Hv&sig=Wjqo9QjKaNwjwMwaiL9pzbEfLKI,TEXTBOOK
Textbook of dendrology,"['WM Harlow', 'ES Harrar']",1941,977,,http://krishikosh.egranth.ac.in/bitstream/1/22461/1/SVAC-716.pdf,TEXTBOOK
Sabiston Textbook of Surgery E-Book,"['CM Townsend', 'RD Beauchamp', 'BM Evers', 'KL Mattox']",2016,1473,,https://books.google.com/books?hl=en&lr=&id=KYstDAAAQBAJ&oi=fnd&pg=PP1&dq=TEXTBOOK&ots=I7J4jkGsGz&sig=aHkvsK4JmTrsGJZ2YLIssyi1YgQ,TEXTBOOK
Wilson and Gisvold's textbook of organic medicinal and pharmaceutical chemistry,"['CO Wilson', 'JM Beale', 'JH Block']",2011,626,,http://dl.kums.ac.ir/handle/Hannan/6398,TEXTBOOK
Textbook of endocrinology,"['H Selye', 'BA Houssay']",1947,745,,https://academic.oup.com/endo/issue-pdf/43/1/8792917,TEXTBOOK
